Experiment,Species,subtidal.intertidal,Season,term,X,Organism.ID,estimate,std.error,statistic,p.value,ID,Intercept,umol.L.sec,Temp.C,Chamber.Channel,Run,Location,TC,K,Temp.Cat,Start.time,Stop.Time,rate.type,Volume,AFDW,Blank,Total.Chamber.Vol.mL,Organism.Vol.mL,Ambient.Temp,umol.sec,blank.rate,umol.sec.corr,umol.cm2.hr,ln.rate,conf.low,conf.high,X97.5..
Predation,Hprinceps,subtidal,Cold,Th,7779,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_30C,201.1456724,-0.044893712,29.90551667,5,8,La Barcaza,22,303.0555167,30,19:01:54,19:17:03,R,1.5,45,0,1.2,300,NA,-0.044893712,-0.003554599,-0.041339113,3.30712904,1.603129023,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7779,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_30C,201.1456724,-0.044893712,29.90551667,5,8,La Barcaza,22,303.0555167,30,19:01:54,19:17:03,R,1.5,45,0,1.2,300,NA,-0.044893712,-0.003554599,-0.041339113,3.30712904,1.603129023,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7779,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_30C,201.1456724,-0.044893712,29.90551667,5,8,La Barcaza,22,303.0555167,30,19:01:54,19:17:03,R,1.5,45,0,1.2,300,NA,-0.044893712,-0.003554599,-0.041339113,3.30712904,1.603129023,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7779,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_30C,201.1456724,-0.044893712,29.90551667,5,8,La Barcaza,22,303.0555167,30,19:01:54,19:17:03,R,1.5,45,0,1.2,300,NA,-0.044893712,-0.003554599,-0.041339113,3.30712904,1.603129023,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7780,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_32C,159.2890367,-0.053161667,32.06727586,5,8,La Barcaza,22,305.2172759,32,19:50:24,19:57:45,R,1.5,45,0,1.2,300,NA,-0.053161667,-0.003518317,-0.04964335,3.971468,1.751937253,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7780,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_32C,159.2890367,-0.053161667,32.06727586,5,8,La Barcaza,22,305.2172759,32,19:50:24,19:57:45,R,1.5,45,0,1.2,300,NA,-0.053161667,-0.003518317,-0.04964335,3.971468,1.751937253,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7780,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_32C,159.2890367,-0.053161667,32.06727586,5,8,La Barcaza,22,305.2172759,32,19:50:24,19:57:45,R,1.5,45,0,1.2,300,NA,-0.053161667,-0.003518317,-0.04964335,3.971468,1.751937253,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7780,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_32C,159.2890367,-0.053161667,32.06727586,5,8,La Barcaza,22,305.2172759,32,19:50:24,19:57:45,R,1.5,45,0,1.2,300,NA,-0.053161667,-0.003518317,-0.04964335,3.971468,1.751937253,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7780,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_32C,159.2890367,-0.053161667,32.06727586,5,8,La Barcaza,22,305.2172759,32,19:50:24,19:57:45,R,1.5,45,0,1.2,300,NA,-0.053161667,-0.003518317,-0.04964335,3.971468,1.751937253,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7781,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_34C,189.2128056,-0.042121685,33.82577586,5,8,La Barcaza,22,306.9757759,34,20:24:47,20:39:22,R,1.5,45,0,1.2,300,NA,-0.042121685,-0.00306164,-0.039060045,3.1248036,1.558095,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7781,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_34C,189.2128056,-0.042121685,33.82577586,5,8,La Barcaza,22,306.9757759,34,20:24:47,20:39:22,R,1.5,45,0,1.2,300,NA,-0.042121685,-0.00306164,-0.039060045,3.1248036,1.558095,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7781,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_34C,189.2128056,-0.042121685,33.82577586,5,8,La Barcaza,22,306.9757759,34,20:24:47,20:39:22,R,1.5,45,0,1.2,300,NA,-0.042121685,-0.00306164,-0.039060045,3.1248036,1.558095,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7781,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_34C,189.2128056,-0.042121685,33.82577586,5,8,La Barcaza,22,306.9757759,34,20:24:47,20:39:22,R,1.5,45,0,1.2,300,NA,-0.042121685,-0.00306164,-0.039060045,3.1248036,1.558095,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7781,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_34C,189.2128056,-0.042121685,33.82577586,5,8,La Barcaza,22,306.9757759,34,20:24:47,20:39:22,R,1.5,45,0,1.2,300,NA,-0.042121685,-0.00306164,-0.039060045,3.1248036,1.558095,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7782,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_36C,172.7895366,-0.014924629,35.94654386,5,8,La Barcaza,22,309.0965439,36,21:11:56,21:26:21,R,1.5,45,0,1.2,300,NA,-0.014924629,-0.007788226,-0.007136403,0.57091224,0.521821757,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7782,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_36C,172.7895366,-0.014924629,35.94654386,5,8,La Barcaza,22,309.0965439,36,21:11:56,21:26:21,R,1.5,45,0,1.2,300,NA,-0.014924629,-0.007788226,-0.007136403,0.57091224,0.521821757,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7782,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_36C,172.7895366,-0.014924629,35.94654386,5,8,La Barcaza,22,309.0965439,36,21:11:56,21:26:21,R,1.5,45,0,1.2,300,NA,-0.014924629,-0.007788226,-0.007136403,0.57091224,0.521821757,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7782,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_36C,172.7895366,-0.014924629,35.94654386,5,8,La Barcaza,22,309.0965439,36,21:11:56,21:26:21,R,1.5,45,0,1.2,300,NA,-0.014924629,-0.007788226,-0.007136403,0.57091224,0.521821757,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7782,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_36C,172.7895366,-0.014924629,35.94654386,5,8,La Barcaza,22,309.0965439,36,21:11:56,21:26:21,R,1.5,45,0,1.2,300,NA,-0.014924629,-0.007788226,-0.007136403,0.57091224,0.521821757,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7783,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_39C,151.8905933,-0.007666355,38.914,5,8,La Barcaza,22,312.064,39,22:04:21,22:20:49,R,1.5,45,0,1.2,300,NA,-0.007666355,-0.003574459,-0.004091896,0.32735168,0.331331916,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7783,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_39C,151.8905933,-0.007666355,38.914,5,8,La Barcaza,22,312.064,39,22:04:21,22:20:49,R,1.5,45,0,1.2,300,NA,-0.007666355,-0.003574459,-0.004091896,0.32735168,0.331331916,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7783,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_39C,151.8905933,-0.007666355,38.914,5,8,La Barcaza,22,312.064,39,22:04:21,22:20:49,R,1.5,45,0,1.2,300,NA,-0.007666355,-0.003574459,-0.004091896,0.32735168,0.331331916,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7783,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_39C,151.8905933,-0.007666355,38.914,5,8,La Barcaza,22,312.064,39,22:04:21,22:20:49,R,1.5,45,0,1.2,300,NA,-0.007666355,-0.003574459,-0.004091896,0.32735168,0.331331916,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7783,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_39C,151.8905933,-0.007666355,38.914,5,8,La Barcaza,22,312.064,39,22:04:21,22:20:49,R,1.5,45,0,1.2,300,NA,-0.007666355,-0.003574459,-0.004091896,0.32735168,0.331331916,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7784,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_42C,139.4786873,-0.015432933,41.74314286,5,8,La Barcaza,22,314.8931429,42,22:56:49,23:12:52,R,1.5,45,0,1.2,300,NA,-0.015432933,-0.001278818,-0.014154115,1.1323292,0.858150912,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7784,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_42C,139.4786873,-0.015432933,41.74314286,5,8,La Barcaza,22,314.8931429,42,22:56:49,23:12:52,R,1.5,45,0,1.2,300,NA,-0.015432933,-0.001278818,-0.014154115,1.1323292,0.858150912,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7784,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_42C,139.4786873,-0.015432933,41.74314286,5,8,La Barcaza,22,314.8931429,42,22:56:49,23:12:52,R,1.5,45,0,1.2,300,NA,-0.015432933,-0.001278818,-0.014154115,1.1323292,0.858150912,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7784,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_42C,139.4786873,-0.015432933,41.74314286,5,8,La Barcaza,22,314.8931429,42,22:56:49,23:12:52,R,1.5,45,0,1.2,300,NA,-0.015432933,-0.001278818,-0.014154115,1.1323292,0.858150912,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7784,W5,298.2143994,3.740746251,79.72056361,6.83E-13,W5_42C,139.4786873,-0.015432933,41.74314286,5,8,La Barcaza,22,314.8931429,42,22:56:49,23:12:52,R,1.5,45,0,1.2,300,NA,-0.015432933,-0.001278818,-0.014154115,1.1323292,0.858150912,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7677,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_16C,174.0629488,-0.012703428,16.15015686,1,8,La Barcaza,22,289.3001569,16,14:39:00,14:51:59,R,1.5,67,0,1.2,300,NA,-0.012703428,-0.000613758,-0.01208967,0.649594209,0.57633976,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7677,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_16C,174.0629488,-0.012703428,16.15015686,1,8,La Barcaza,22,289.3001569,16,14:39:00,14:51:59,R,1.5,67,0,1.2,300,NA,-0.012703428,-0.000613758,-0.01208967,0.649594209,0.57633976,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7677,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_16C,174.0629488,-0.012703428,16.15015686,1,8,La Barcaza,22,289.3001569,16,14:39:00,14:51:59,R,1.5,67,0,1.2,300,NA,-0.012703428,-0.000613758,-0.01208967,0.649594209,0.57633976,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7677,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_16C,174.0629488,-0.012703428,16.15015686,1,8,La Barcaza,22,289.3001569,16,14:39:00,14:51:59,R,1.5,67,0,1.2,300,NA,-0.012703428,-0.000613758,-0.01208967,0.649594209,0.57633976,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7677,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_16C,174.0629488,-0.012703428,16.15015686,1,8,La Barcaza,22,289.3001569,16,14:39:00,14:51:59,R,1.5,67,0,1.2,300,NA,-0.012703428,-0.000613758,-0.01208967,0.649594209,0.57633976,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7678,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_20C,179.5167096,-0.027841558,20.16014773,1,8,La Barcaza,22,293.3101477,20,15:44:14,16:06:21,R,1.5,67,0,1.2,300,NA,-0.027841558,0.000850183,-0.028691741,1.541645785,1.047310202,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7678,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_20C,179.5167096,-0.027841558,20.16014773,1,8,La Barcaza,22,293.3101477,20,15:44:14,16:06:21,R,1.5,67,0,1.2,300,NA,-0.027841558,0.000850183,-0.028691741,1.541645785,1.047310202,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7678,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_20C,179.5167096,-0.027841558,20.16014773,1,8,La Barcaza,22,293.3101477,20,15:44:14,16:06:21,R,1.5,67,0,1.2,300,NA,-0.027841558,0.000850183,-0.028691741,1.541645785,1.047310202,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7678,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_20C,179.5167096,-0.027841558,20.16014773,1,8,La Barcaza,22,293.3101477,20,15:44:14,16:06:21,R,1.5,67,0,1.2,300,NA,-0.027841558,0.000850183,-0.028691741,1.541645785,1.047310202,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7678,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_20C,179.5167096,-0.027841558,20.16014773,1,8,La Barcaza,22,293.3101477,20,15:44:14,16:06:21,R,1.5,67,0,1.2,300,NA,-0.027841558,0.000850183,-0.028691741,1.541645785,1.047310202,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7679,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_22C,224.4357142,-0.021051601,22.15801852,1,8,La Barcaza,22,295.3080185,22,16:22:20,16:36:01,R,1.5,67,0,1.2,300,NA,-0.021051601,-0.002228317,-0.018823284,1.011400334,0.79465647,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7679,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_22C,224.4357142,-0.021051601,22.15801852,1,8,La Barcaza,22,295.3080185,22,16:22:20,16:36:01,R,1.5,67,0,1.2,300,NA,-0.021051601,-0.002228317,-0.018823284,1.011400334,0.79465647,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7679,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_22C,224.4357142,-0.021051601,22.15801852,1,8,La Barcaza,22,295.3080185,22,16:22:20,16:36:01,R,1.5,67,0,1.2,300,NA,-0.021051601,-0.002228317,-0.018823284,1.011400334,0.79465647,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7679,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_22C,224.4357142,-0.021051601,22.15801852,1,8,La Barcaza,22,295.3080185,22,16:22:20,16:36:01,R,1.5,67,0,1.2,300,NA,-0.021051601,-0.002228317,-0.018823284,1.011400334,0.79465647,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7679,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_22C,224.4357142,-0.021051601,22.15801852,1,8,La Barcaza,22,295.3080185,22,16:22:20,16:36:01,R,1.5,67,0,1.2,300,NA,-0.021051601,-0.002228317,-0.018823284,1.011400334,0.79465647,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7680,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_24C,215.7077217,-0.039914958,24.12107692,1,8,La Barcaza,22,297.2710769,24,17:04:54,17:18:06,R,1.5,67,0,1.2,300,NA,-0.039914958,-0.001588874,-0.038326084,2.059311976,1.244492972,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7680,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_24C,215.7077217,-0.039914958,24.12107692,1,8,La Barcaza,22,297.2710769,24,17:04:54,17:18:06,R,1.5,67,0,1.2,300,NA,-0.039914958,-0.001588874,-0.038326084,2.059311976,1.244492972,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7680,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_24C,215.7077217,-0.039914958,24.12107692,1,8,La Barcaza,22,297.2710769,24,17:04:54,17:18:06,R,1.5,67,0,1.2,300,NA,-0.039914958,-0.001588874,-0.038326084,2.059311976,1.244492972,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7680,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_24C,215.7077217,-0.039914958,24.12107692,1,8,La Barcaza,22,297.2710769,24,17:04:54,17:18:06,R,1.5,67,0,1.2,300,NA,-0.039914958,-0.001588874,-0.038326084,2.059311976,1.244492972,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7680,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_24C,215.7077217,-0.039914958,24.12107692,1,8,La Barcaza,22,297.2710769,24,17:04:54,17:18:06,R,1.5,67,0,1.2,300,NA,-0.039914958,-0.001588874,-0.038326084,2.059311976,1.244492972,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7681,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_26C,209.5128557,-0.053584021,26.21686364,1,8,La Barcaza,22,299.3668636,26,17:39:43,17:56:29,R,1.5,67,0,1.2,300,NA,-0.053584021,-0.003038414,-0.050545607,2.715883361,1.449048487,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7681,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_26C,209.5128557,-0.053584021,26.21686364,1,8,La Barcaza,22,299.3668636,26,17:39:43,17:56:29,R,1.5,67,0,1.2,300,NA,-0.053584021,-0.003038414,-0.050545607,2.715883361,1.449048487,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7681,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_26C,209.5128557,-0.053584021,26.21686364,1,8,La Barcaza,22,299.3668636,26,17:39:43,17:56:29,R,1.5,67,0,1.2,300,NA,-0.053584021,-0.003038414,-0.050545607,2.715883361,1.449048487,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7681,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_26C,209.5128557,-0.053584021,26.21686364,1,8,La Barcaza,22,299.3668636,26,17:39:43,17:56:29,R,1.5,67,0,1.2,300,NA,-0.053584021,-0.003038414,-0.050545607,2.715883361,1.449048487,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7681,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_26C,209.5128557,-0.053584021,26.21686364,1,8,La Barcaza,22,299.3668636,26,17:39:43,17:56:29,R,1.5,67,0,1.2,300,NA,-0.053584021,-0.003038414,-0.050545607,2.715883361,1.449048487,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7682,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_28C   ,202.213382,-0.060381595,28.00707317,1,8,La Barcaza,22,301.1570732,28,18:27:21,18:37:52,R,1.5,67,0,1.2,300,NA,-0.060381595,-0.005174968,-0.055206627,2.966326227,1.51723303,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7682,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_28C   ,202.213382,-0.060381595,28.00707317,1,8,La Barcaza,22,301.1570732,28,18:27:21,18:37:52,R,1.5,67,0,1.2,300,NA,-0.060381595,-0.005174968,-0.055206627,2.966326227,1.51723303,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7682,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_28C   ,202.213382,-0.060381595,28.00707317,1,8,La Barcaza,22,301.1570732,28,18:27:21,18:37:52,R,1.5,67,0,1.2,300,NA,-0.060381595,-0.005174968,-0.055206627,2.966326227,1.51723303,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7682,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_28C   ,202.213382,-0.060381595,28.00707317,1,8,La Barcaza,22,301.1570732,28,18:27:21,18:37:52,R,1.5,67,0,1.2,300,NA,-0.060381595,-0.005174968,-0.055206627,2.966326227,1.51723303,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7682,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_28C   ,202.213382,-0.060381595,28.00707317,1,8,La Barcaza,22,301.1570732,28,18:27:21,18:37:52,R,1.5,67,0,1.2,300,NA,-0.060381595,-0.005174968,-0.055206627,2.966326227,1.51723303,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7683,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_30C,181.1189995,-0.056335918,29.98428333,1,8,La Barcaza,22,303.1342833,30,19:01:49,19:16:56,R,1.5,67,0,1.2,300,NA,-0.056335918,-0.003554599,-0.052781319,2.83601117,1.482334594,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7683,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_30C,181.1189995,-0.056335918,29.98428333,1,8,La Barcaza,22,303.1342833,30,19:01:49,19:16:56,R,1.5,67,0,1.2,300,NA,-0.056335918,-0.003554599,-0.052781319,2.83601117,1.482334594,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7683,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_30C,181.1189995,-0.056335918,29.98428333,1,8,La Barcaza,22,303.1342833,30,19:01:49,19:16:56,R,1.5,67,0,1.2,300,NA,-0.056335918,-0.003554599,-0.052781319,2.83601117,1.482334594,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7683,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_30C,181.1189995,-0.056335918,29.98428333,1,8,La Barcaza,22,303.1342833,30,19:01:49,19:16:56,R,1.5,67,0,1.2,300,NA,-0.056335918,-0.003554599,-0.052781319,2.83601117,1.482334594,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7683,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_30C,181.1189995,-0.056335918,29.98428333,1,8,La Barcaza,22,303.1342833,30,19:01:49,19:16:56,R,1.5,67,0,1.2,300,NA,-0.056335918,-0.003554599,-0.052781319,2.83601117,1.482334594,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7684,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_32C,177.8077261,-0.068904564,32.0105625,1,8,La Barcaza,22,305.1605625,32,19:45:31,19:57:38,R,1.5,67,0,1.2,300,NA,-0.068904564,-0.003518317,-0.065386247,3.513290884,1.651721059,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7684,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_32C,177.8077261,-0.068904564,32.0105625,1,8,La Barcaza,22,305.1605625,32,19:45:31,19:57:38,R,1.5,67,0,1.2,300,NA,-0.068904564,-0.003518317,-0.065386247,3.513290884,1.651721059,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7684,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_32C,177.8077261,-0.068904564,32.0105625,1,8,La Barcaza,22,305.1605625,32,19:45:31,19:57:38,R,1.5,67,0,1.2,300,NA,-0.068904564,-0.003518317,-0.065386247,3.513290884,1.651721059,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7684,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_32C,177.8077261,-0.068904564,32.0105625,1,8,La Barcaza,22,305.1605625,32,19:45:31,19:57:38,R,1.5,67,0,1.2,300,NA,-0.068904564,-0.003518317,-0.065386247,3.513290884,1.651721059,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7684,W1,301.2861372,6.450245901,46.70924827,4.88E-11,W1_32C,177.8077261,-0.068904564,32.0105625,1,8,La Barcaza,22,305.1605625,32,19:45:31,19:57:38,R,1.5,67,0,1.2,300,NA,-0.068904564,-0.003518317,-0.065386247,3.513290884,1.651721059,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7725,W3,314.9934924,9.938612466,31.69391034,1.07E-09,W3_16C,208.9001127,-0.014576364,16.01483333,3,8,La Barcaza,22,289.1648333,16,14:44:01,14:56:15,R,1.5,67,0,1.2,300,NA,-0.014576364,-0.000613758,-0.013962606,0.750229576,0.641998871,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7725,W3,314.9934924,9.938612466,31.69391034,1.07E-09,W3_16C,208.9001127,-0.014576364,16.01483333,3,8,La Barcaza,22,289.1648333,16,14:44:01,14:56:15,R,1.5,67,0,1.2,300,NA,-0.014576364,-0.000613758,-0.013962606,0.750229576,0.641998871,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7725,W3,314.9934924,9.938612466,31.69391034,1.07E-09,W3_16C,208.9001127,-0.014576364,16.01483333,3,8,La Barcaza,22,289.1648333,16,14:44:01,14:56:15,R,1.5,67,0,1.2,300,NA,-0.014576364,-0.000613758,-0.013962606,0.750229576,0.641998871,W6,268.0893751,348.4364928
Predation,Hprinceps,subtidal,Cold,Th,7725,W3,314.9934924,9.938612466,31.69391034,1.07E-09,W3_16C,208.9001127,-0.014576364,16.01483333,3,8,La Barcaza,22,289.1648333,16,14:44:01,14:56:15,R,1.5,67,0,1.2,300,NA,-0.014576364,-0.000613758,-0.013962606,0.750229576,0.641998871,W1,286.4118435,316.1604309
Predation,Hprinceps,subtidal,Cold,Th,7725,W3,314.9934924,9.938612466,31.69391034,1.07E-09,W3_16C,208.9001127,-0.014576364,16.01483333,3,8,La Barcaza,22,289.1648333,16,14:44:01,14:56:15,R,1.5,67,0,1.2,300,NA,-0.014576364,-0.000613758,-0.013962606,0.750229576,0.641998871,W8,288.4455143,331.2824085
Predation,Hprinceps,subtidal,Cold,Th,7726,W3,314.9934924,9.938612466,31.69391034,1.07E-09,W3_20C,196.4778261,-0.026964175,20.20780952,3,8,La Barcaza,22,293.3578095,20,15:45:11,16:06:24,R,1.5,67,0,1.2,300,NA,-0.026964175,0.000850183,-0.027814358,1.494502818,1.027260702,W3,292.075011,337.9119738
Predation,Hprinceps,subtidal,Cold,Th,7726,W3,314.9934924,9.938612466,31.69391034,1.07E-09,W3_20C,196.4778261,-0.026964175,20.20780952,3,8,La Barcaza,22,293.3578095,20,15:45:11,16:06:24,R,1.5,67,0,1.2,300,NA,-0.026964175,0.000850183,-0.027814358,1.494502818,1.027260702,W5,289.5882231,306.8405757
Predation,Hprinceps,subtidal,Cold,Th,7726,W3,314.9934924,9.938612466,31.69391034,1.07E-09,W3_20C,196.4778261,-0.026964175,20.20780952,3,8,La Barcaza,22,293.3578095,20,15:45:11,16:06:24,R,1.5,67,0,1.2,300,NA,-0.026964175,0.000850183,-0.027814358,1.494502818,1.027260702,W6,268.0893751,348.4364928
